Nimeke;ISSN/NBN;Digitoitu (avoin käyttö);Digitoitu (rajattu käyttö);Ilmestynyt vuosina;Digitointi-%;Niteitä;Sivuja;URL;Puoluekanta;Puoluekanta2 (alkupvm-loppupvm jos tiedossa?);Kommentti;Kommentti_5;Tietolähteiden värikoodit;Puoluekanta_SV;Puoluekanta_en;Kommentti_sv;Kommentti_en
Uusimaa;0357-1858;1894 - 1929;"1930 - 1934; 2016 - 2019";1894 - 2019;"35;71 %";6553;41989;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-1858;sitoutumaton;1938 -;;;3;obunden;independent;;
Itä-Savo;0356-4444;1917 - 1929;"1930 - 1939; 2016 - 2019";1917 - 2019;"26;21 %";4191;41580;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-4444;kansanpuoluelainen;1917 - 8.12.1918;;;1;folkparti;people's party;;
Itä-Savo;0356-4444;1917 - 1929;"1930 - 1939; 2016 - 2019";1917 - 2019;"26;21 %";4191;41580;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-4444;edistyspuoluelainen;9.12.1918 - 1926;;;1;progress parti;National Progressive Party;;
Itä-Savo;0356-4444;1917 - 1929;"1930 - 1939; 2016 - 2019";1917 - 2019;"26;21 %";4191;41580;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-4444;maalaisliittolainen/keskustalainen;1927 - 2001;;;1;agrarpartist/centrist;Agrarian Party/centrist;;
Itä-Savo;0356-4444;1917 - 1929;"1930 - 1939; 2016 - 2019";1917 - 2019;"26;21 %";4191;41580;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-4444;sitoutumaton;2002 -;;;3;obunden;independent;;
Wiipuri;fk14883;1893 - 1918;;1893 - 1918;"100;00 %";9501;41044;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14883;suomenmielinen;1893 - 1906;myöntyväisyyssuunta 1902 - ;;1;finsksinnad;Fennoman;;
Wiipuri;fk14883;1893 - 1918;;1893 - 1918;"100;00 %";9501;41044;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14883;Suomalaisen puolueen äänenkannattaja;1906 - 1918;;;1;Finsk partiet's organ;Finnish Party's official mouthpiece;;
Wiipuri;fk14883;1893 - 1918;;1893 - 1918;"100;00 %";9501;41044;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14883;monarkistinen;1918;;;1;monarkistisk;monarchist;;
Keskipohjanmaa;0788-8325;1917 - 1929;"1930 - 1934; 1954; 2017 - 2019";1917 - 2019;"21;36 %";3598;40532;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0788-8325;;;;;;;;;
Forssan Lehti;0782-663X;1917 - 1929;"1930 - 1939; 2015 - 2019";1917 - 2019;"27;18 %";4070;40020;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-663X;;;;;;;;;
Kainuun Sanomat;0356-3502;1917 - 1929;"1930 - 1939; 2017 - 2019";1917 - 2019;"25;24 %";4005;38823;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-3502;;;;;;;;;
Wiborgs Nyheter;1458-6517;"1899 - 1904; 1907 - 1929";1930 - 1934;1899 - 1939;"82;93 %";9469;37842;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6517;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Wiborgs Nyheter;1458-6517;"1899 - 1904; 1907 - 1929";1930 - 1934;1899 - 1939;"82;93 %";9469;37842;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6517;perustuslaillinen;1904 - 1918;;;1;konstitutionell;constitutional;;
Wiborgs Nyheter;1458-6517;"1899 - 1904; 1907 - 1929";1930 - 1934;1899 - 1939;"82;93 %";9469;37842;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6517;;1918 -;puolusti yhteiskunnallista järjestystä bolsevismia ja Lapuan liikettä vastaan;;1;;;;
Kansan Lehti;0789-0265;1920 - 1929;1930 - 1940;1920 - 1992;"28;77 %";6121;37764;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-0265;;;;;;;;;
Helsingfors Dagblad;1458-0802;1861 - 1889;;1861 - 1889;"100;00 %";9277;36868;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0802;"perustuslaillinen; liberaali";;;;1;"konstitutionell; liberal";"constitutional; liberal";;
Vaasa;0789-0745;1902 - 1929;1930 - 1934;1902 - 1984;"39;76 %";7462;36621;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-0745;;;;;;;;;
Kouvolan Sanomat;0357-9298;"1909 - 1910; 1913 - 1929";"1930 - 1934; 2017 - 2019";1909 - 2019;"24;32 %";3480;36562;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-9298;;;;;;;;;
Työmies;fk14802;1895 - 1918;;1895 - 1918;"100;00 %";6146;35566;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14802;sosialistinen;;;;2;sosialistisk;socialistic;;
Borgåbladet;0358-6294;1860 - 1929;1930 - 1939;1860 - 2015;"51;28 %";8825;35505;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0358-6294;-;1860 - 1871;"vapaamielinen; paikallinen";;1;-;-;;
Borgåbladet;0358-6294;1860 - 1929;1930 - 1939;1860 - 2015;"51;28 %";8825;35505;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0358-6294;ruotsinmielinen/RKP:n tukija;1872 - 1928;;;1;"svekomansk; För Svenska folkpartiet i Finland";"pro-Swedish; supporter of Swedish People's Party";;
Borgåbladet;0358-6294;1860 - 1929;1930 - 1939;1860 - 2015;"51;28 %";8825;35505;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0358-6294;perustuslaillinen;1899 - 1918;;;1;konstitutionell;constitutional;;
Borgåbladet;0358-6294;1860 - 1929;1930 - 1939;1860 - 2015;"51;28 %";8825;35505;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0358-6294;sitoutumaton;1929 - ;;;4;obunden;independent;;
Sosialisti;fk10461;1920 - 1929;1930 - 1934;1920 - 1951;"46;88 %";4359;34331;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10461;sosialidemokraattinen;;;;1;socialdemokratisk;socialdemokratic;;
Sanomia Turusta;1457-4616;1850 - 1903;;1850 - 1903;"100;00 %";8319;34302;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4616;suomenmielinen;1850 - 1869;;;1;finsksinnad;Fennoman;;
Sanomia Turusta;1457-4616;1850 - 1903;;1850 - 1903;"100;00 %";8319;34302;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4616;"riippumaton; suomenmielinen";1970 - 1902;;;1;obunden, finsksinnad;independent, Fennoman;;
Sanomia Turusta;1457-4616;1850 - 1903;;1850 - 1903;"100;00 %";8319;34302;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4616;nuorsuomalainen;1903;;;1;ungfinsk;Young Finnish Party;;
Västra Nyland;0782-6559;1889 - 1929;"1930 - 1934; 2017 - 2019";1889 - 2019;"37;40 %";6168;33335;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6559;;;;;;;;;
Savo;1458-6592;1909 - 1929;1930 - 1934;1909 - 1972;"40;63 %";6045;33280;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6592;nuorsuomalainen;1909 - 8.12.1918;;;1;ungfinsk;Young Finnish Party;;
Savo;1458-6592;1909 - 1929;1930 - 1934;1909 - 1972;"40;63 %";6045;33280;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6592;tasavaltalainen;1918;;;1;republikan;republican;;
Savo;1458-6592;1909 - 1929;1930 - 1934;1909 - 1972;"40;63 %";6045;33280;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6592;kokoomuslainen;9.12.1918 -;;;1;samlingspartistisk;supporter of the Coalition Party;;
Liitto;0782-6230;1906 - 1929;1930 - 1934;1906 - 1993;"32;95 %";6865;32968;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6230;;;;;;;;;
Åbo Tidning;1457-4810;1882 - 1906;;1882 - 1906;"100;00 %";8417;32819;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4810;"ruotsinmielinen; perustuslaillinen";;;;1;"svekomansk; konstitutionell";"pro-Swedish; constitutional";;
Maakansa;fk10278;1908 - 1929;1930 - 1934;1908 - 1940;"81;82 %";6591;31749;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10278;maalaisliittolainen;;;;1;agrarpartist;Agrarian party;;
Nya Pressen;1458-2503;1882 - 1900;;1882 - 1900;"100;00 %";7715;30303;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2503;Ruotsalaisen puolueen johtava äänenkannattaja;;;;1;Svenska partiet's organ;Swedish Party mouthpiece;;
Nya Pressen;1458-2503;1882 - 1900;;1882 - 1900;"100;00 %";7715;30303;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2503;perustuslaillinen;1891 -;;;1;konstitutionell;constitutional;;
Björneborgs Tidning;1457-4292;1872 - 1929;1930 - 1940;1872 - 1965;"73;40 %";7340;29048;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4292;ruotsinmielinen;1872 - 1882;;;1;svekomansk;pro-Swedish;;
Björneborgs Tidning;1457-4292;1872 - 1929;1930 - 1940;1872 - 1965;"73;40 %";7340;29048;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4292;-;1882 - 1898;"paikallinen; poliittisesti laimea";;1;-;-;;
Björneborgs Tidning;1457-4292;1872 - 1929;1930 - 1940;1872 - 1965;"73;40 %";7340;29048;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4292;-;1918 -;"paikallinen; poliittisesti laimea";;1;-;-;;
Björneborgs Tidning;1457-4292;1872 - 1929;1930 - 1940;1872 - 1965;"73;40 %";7340;29048;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4292;"ruotsinmielinen; perustuslaillinen";1899 - 1917;;;1;"svekomansk; konstitutionell";"pro-Swedish; constitutional";;
Hangö;1458-0764;1890 - 1929;1930 - 1940;1890 - 1940;"100;00 %";7311;28954;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0764;riippumaton;1890 - 1929;paikallinen;;1;obunden;independent;;
Hangö;1458-0764;1890 - 1929;1930 - 1940;1890 - 1940;"100;00 %";7311;28954;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0764;lapualaismielinen;1930 - 1932;;;1;Lapuan;Lapua region;;
Hangö;1458-0764;1890 - 1929;1930 - 1940;1890 - 1940;"100;00 %";7311;28954;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0764;riippumaton;1932 - ;paikallinen;;1;obunden;independent;;
Uudenkaupungin Sanomat;0356-1860;1891 - 1928;"1930 - 1934; 2017 - 2019";1891 - 2019;"35;66 %";5902;28878;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-1860;;;;;;;;;
Länsi-Uusimaa;0783-3261;1915 - 1929;"1930 - 1935; 2016 - 2019";1914 - 2019;"23;58 %";2868;28514;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0783-3261;;;;;;;;;
Pohjalainen;0789-0737;;2017 - 2019;1984 - 2019;"8;33 %";851;27978;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-0737;;;;;;;;;
Lapin Kansa;0359-6753;1928 - 1929;"1930 - 1934; 2017 - 2018";1928 - 2019;"9;78 %";1407;27642;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0359-6753;;;;;;;;;
Salon Seudun Sanomat;0782-5404;;2017 - 2019;1943 - 2019;"3;90 %";796;27400;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5404;;;;;;;;;
Sosialisti;fk10460;1906 - 1918;;1906 - 1918;"100;00 %";3605;27121;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10460;sosialistinen;;;;1;sosialistisk;socialistic;;
Keski-Uusimaa;0357-2021;1918 - 1929;"1930 - 1934; 2017 - 2019";1918 - 2019;"19;61 %";2502;25947;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-2021;;;;;;;;;
Keski-Suomi;1457-4640;1871 - 1917;;1871 - 1917;"100;00 %";6123;25325;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4640;"suomenmielinen; vanhasuomalainen; jungfennomaaninen";1871 - 1886;;;1;"finsksinnad; gammalfinsk; jungfennomanic";"Fennoman; the Old Finnish Party; jungfennoman";;
Keski-Suomi;1457-4640;1871 - 1917;;1871 - 1917;"100;00 %";6123;25325;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4640;"nuorsuomalainen; perustuslaillinen";1886 - 1917;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Mikkelin Sanomat;1458-2481;1895 - 1929;1930 - 1935;1895 - 1954;"68;33 %";6152;25248;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2481;vanhasuomalainen;1895 - 8.12.1918;;;1;gammalfinsk;Old Finnish Party;;
Mikkelin Sanomat;1458-2481;1895 - 1929;1930 - 1935;1895 - 1954;"68;33 %";6152;25248;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2481;myöntyväisyyssuuntaa;1899 - 1903;;;1;böjlighetriktning;complianceoriented;;
Mikkelin Sanomat;1458-2481;1895 - 1929;1930 - 1935;1895 - 1954;"68;33 %";6152;25248;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2481;kokoomuslainen;9.12.1918 - ;;;1;samlingspartistisk;supporter of the Coalition Party;;
Pohjolan Sanomat;0782-372X;1915 - 1929;"1930 - 1934; 2017";1915 - 2019;"20;00 %";5351;25136;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-372X;;;;;;;;;
Turun Lehti;1458-8633;1882 - 1919;;1882 - 1919;"100;00 %";5467;24303;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8633;"maltillinen; puolueeton";;yhteyksiä ruotsinmielisyyteen;;1;"tolerant; partilös";"moderate; non-partisan";;
Östra Finland;1458-6509;1875 - 1899;;1875 - 1899;"100;00 %";6076;24169;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6509;liberaali;1875 - 1894;;;1;liberal;liberal;;
Östra Finland;1458-6509;1875 - 1899;;1875 - 1899;"100;00 %";6076;24169;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6509;ruotsinmielinen;1895 - 1899;;;1;svekomansk;pro-Swedish;;
Österbottens Tidning;1797-5492;;2017 - 2019;2008 - 2019;"25;00 %";730;23878;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1797-5492;;;;;;;;;
Iisalmen Sanomat;0356-2298;1925 - 1929;"1930 - 1939; 2017 - 2019";1925 - 2019;"18;95 %";2864;23864;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-2298;;;;;;;;;
Satakunta;1458-2740;1873 - 1917;;1873 - 1917;"100;00 %";5567;22653;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2740;"vanhasuomalainen; jungfennomaaninen";;;;1;"gammalfinsk; junfennomanic";"Old Finnish Party; jungfennomanic";;
Etelä-Suomi;0356-1690;1902 - 1929;1930 - 1940;1902 - 1988;"44;83 %";5566;22478;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-1690;;;;;;;;;
Helsingfors Tidningar;1457-439X;1829 - 1866;;1829 - 1866;"100;00 %";4981;22449;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-439X;sitoutumaton;;;;1;obunden;independent;;
Kymen Sanomat;0789-6700;;2017 - 2019;1991 - 2019;"10;34 %";794;22334;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-6700;;;;;;;;;
Itä-Häme;0359-5064;1927 - 1929;"1930 - 1957; 2015";1927 - 2019;"34;41 %";4193;22052;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0359-5064;;;;;;;;;
Käkisalmen Sanomat;fk10247;"1906 - 1940; 1944";;1906 - 1944;"92;31 %";5014;21839;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10247;nuorsuomalainen;1906 - 1919;;;1;ungfinsk;Young Finnish Party;;
Käkisalmen Sanomat;fk10247;"1906 - 1940; 1944";;1906 - 1944;"92;31 %";5014;21839;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10247;tasavaltalainen;1918;;;1;republikan;republican;;
Käkisalmen Sanomat;fk10247;"1906 - 1940; 1944";;1906 - 1944;"92;31 %";5014;21839;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10247;"sitoutumaton; yleisporvarillinen";1920 -;;;1;"obunden; allmän borgerlig";"independent; general conservative";;
Östra Nyland;0356-5653;1881 - 1929;1930 - 1935;1881 - 2015;"40;74 %";5361;21617;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-5653;;;;;;;;;
Laatokka;1458-2295;1917 - 1946;;1917 - 1946;"100;00 %";5068;21347;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2295;nuorsuomalainen;1917 -1918;;;1;ungfinsk;Young Finnish Party;;
Laatokka;1458-2295;1917 - 1946;;1917 - 1946;"100;00 %";5068;21347;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2295;kokoomuslainen;1919 - 1942;;;1;samlingspartistisk;supporter of the Coalition Party;;
Laatokka;1458-2295;1917 - 1946;;1917 - 1946;"100;00 %";5068;21347;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2295;sitoutumaton;1943 -;karjalaisuutta korostava;;1;obunden;independent;;
Lahti;fk10257;1905 - 1929;1930 - 1934;1905 - 1963;"50;85 %";4973;20607;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10257;vanhasuomalainen;1905 - 8.12.1918;;;1;gammalfinsk;Old Finnish Party;;
Lahti;fk10257;1905 - 1929;1930 - 1934;1905 - 1963;"50;85 %";4973;20607;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10257;monarkistinen;1918;;;1;monarkistisk;monarchist;;
Lahti;fk10257;1905 - 1929;1930 - 1934;1905 - 1963;"50;85 %";4973;20607;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10257;kokoomuslainen;9.12.1918 - ;;;1;samlingspartistisk;supporter of the Coalition Party;;
Wiborgsbladet;1458-2708;1882 - 1901;;1882 - 1901;"100;00 %";5196;20431;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2708;"ruotsinmielinen; perustuslaillinen";;;;1;"svekomansk; konstitutionell";"pro-Swedish; constitutional";;
Salmetar;0356-2301;1897 - 1929;1930 - 1934;1897 - 2007;"34;23 %";5096;20405;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-2301;;;;;;;;;
Karjalatar;1458-0950;1874 - 1917;;1874 - 1917;"100;00 %";5110;20252;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0950;suomenmielinen;1874 - 1889;;;1;finsksinnad;Fennoman;;
Karjalatar;1458-0950;1874 - 1917;;1874 - 1917;"100;00 %";5110;20252;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0950;vanhasuomalainen;1890 - 1893;;;1;gammalfinsk;Old Finnish Party;;
Karjalatar;1458-0950;1874 - 1917;;1874 - 1917;"100;00 %";5110;20252;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0950;nuorsuomalainen;1894 - 1898;;;1;ungfinsk;Young Finnish Party;;
Karjalatar;1458-0950;1874 - 1917;;1874 - 1917;"100;00 %";5110;20252;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0950;vanhasuomalainen;1898 - 1905;;;1;gammalfinsk;Old Finnish Party;;
Karjalatar;1458-0950;1874 - 1917;;1874 - 1917;"100;00 %";5110;20252;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0950;"nuorsuomalainen; perustuslaillinen";1905 - 1906;;;1;ungfinsk;"Young Finnish Party; constitutional";;
Karjalatar;1458-0950;1874 - 1917;;1874 - 1917;"100;00 %";5110;20252;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0950;vanhasuomalainen;1906 - 1917;;;1;gammalfinsk;Old Finnish Party;;
Aura;1458-0535;1880 - 1896;;1880 - 1896;"100;00 %";4613;20213;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0535;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Arbetarbladet;fk10000;1919 - 1929;1930 - 1939;1919 - 1948;"70;00 %";2909;20192;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10000;sosialidemokraattinen;;;;1;socialdemokratisk;socialdemokratic;;
Kokkola;fk10216;1897 - 1929;1930 - 1934;1897 - 1934;"100;00 %";4970;20149;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10216;"suomenmielinen; myöntyväisyyssuuntaa";1897 - 1905;;;1;finsksinnad, böjlighetriktning;"Fennoman; complianceoriented";;
Kokkola;fk10216;1897 - 1929;1930 - 1934;1897 - 1934;"100;00 %";4970;20149;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10216;vanhasuomalainen;1906 - 1918;;;1;gammalfinsk;Old Finnish Party;;
Kokkola;fk10216;1897 - 1929;1930 - 1934;1897 - 1934;"100;00 %";4970;20149;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10216;kokoomuslainen;1919 - 1934;;;1;samlingspartistisk;supporter of the Coalition Party;;
Kokkola;fk10216;1897 - 1929;1930 - 1934;1897 - 1934;"100;00 %";4970;20149;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10216;IKL:n äänenkannattaja;1934;;;1;patriotisk folkrörelse's organ;patriotic mass movement's organ;;
Kansan Lehti;fk19511;1898 - 1918;;1898 - 1918;"100;00 %";4841;19925;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk19511;sosialistinen;;;;2;sosialistisk;socialistic;;
Turunmaa;fk14790;1922 - 1929;1930 - 1934;1922 - 1953;"40;63 %";3519;19558;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14790;;;;;;;;;
Åbo Tidningar;1457-4802;1820 - 1861;;1820 - 1861;"100;00 %";4201;19376;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4802;sitoutumaton;;"1840-luvulla fennomanian vastainen; 1850-luvulla jungfennomaaninen";;1;obunden;independent;;
Aamuposti;1459-8663;;2017 - 2019;2003 - 2019;"17;65 %";758;19240;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1459-8663;;;;;;;;;
Työkansan Sanomat;fk14798;;1945 - 1956;1945 - 1956;"100;00 %";3305;18819;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14798;"kommunistinen; SKP:n pää-äänenkannattaja";;;;1;"kommunistisk; Finlands kommunistiska parti's organ";"communist; the Communist Party of Finland organ";;
Haminan Lehti;fk10068;1907 - 1929;1930 - 1939;1907 - 1957;"64;71 %";4676;18811;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10068;vanhasuomalainen;1907 - 1917;;;1;gammalfinsk;Old Finnish Party;;
Haminan Lehti;fk10068;1907 - 1929;1930 - 1939;1907 - 1957;"64;71 %";4676;18811;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10068;nuor- ja vanhasuomalainen ja kansanpuoluelainen;1918;;;1;ung- och gammalfinsk och folkparti;Young and Old Finnish party and people's party;;
Haminan Lehti;fk10068;1907 - 1929;1930 - 1939;1907 - 1957;"64;71 %";4676;18811;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10068;monarkistinen;1918;;;1;monarkistisk;monarchist;;
Haminan Lehti;fk10068;1907 - 1929;1930 - 1939;1907 - 1957;"64;71 %";4676;18811;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10068;kokoomuslainen;1919 - 1940;;;1;samlingspartistisk;supporter of the Coalition Party;;
Haminan Lehti;fk10068;1907 - 1929;1930 - 1939;1907 - 1957;"64;71 %";4676;18811;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10068;sitoutumaton;1940 -;;;1;obunden;independent;;
Työn Voima;fk14808;1919 - 1929;1930 - 1934;1919 - 1959;"39;02 %";4656;18744;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14808;;;;;;;;;
Kotimaa;0356-1135;1905 - 1929;"1930 - 1934; 2017 - 2019";1905 - 2019;"28;70 %";3346;18697;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-1135;;;;;;;;;
Suomen Virallinen Lehti;1457-4322;1919 - 1929;1930 - 1931;1919 - 1931;"100;00 %";4088;18517;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4322;-;;virallinen tiedotuslehti;;;-;-;;
Västra Finland;fk14893;1895 - 1928;;1895 - 1928;"100;00 %";4396;18346;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14893;ruotsinmielinen;;RKP;;1;svekomansk;pro-Swedish;;
Työ;fk14794;1904 - 1918;;1904 - 1918;"100;00 %";3597;18202;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14794;sosialistinen;;;;2;sosialistisk;socialistic;;
Wiipurin Sanomat;1458-2716;1884 - 1901;;1884 - 1901;"100;00 %";4686;18161;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2716;suomenmielinen;1884 - 1888;;;1;finsksinnad;Fennoman;;
Wiipurin Sanomat;1458-2716;1884 - 1901;;1884 - 1901;"100;00 %";4686;18161;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2716;"nuorsuomalainen; perustuslaillinen";1889 - 1901;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
